"","char.name","char.stat","char.value"
"21195","Officer Daniels","First Appearance","9 March 2020"
"21196","Officer Daniels","Last Appearance","12 March 2020 - Part 1"
"21197","Officer Daniels","Episode Count"," 3 "
"21198","Officer Daniels","Status","Alive"
"21199","Officer Daniels","Occupation","Prison Officer"
"21200","Officer Daniels","Classification","Former; guest"
"21201","Officer Daniels","Page Links:","What Links Here"
"21202","Officer McLeish","Portrayed by","Neil Daglish (search)"
"21203","Officer McLeish","Introduced by","Julia Smith"
"21204","Officer McLeish","Gender"," Male"
"21205","Officer McLeish","First Appearance","13 September 1988"
"21206","Officer McLeish","Last Appearance","16 February 1989"
"21207","Officer McLeish","Episode Count"," ? "
"21208","Officer McLeish","Status","Alive"
"21209","Officer McLeish","Occupation","Prison Officer"
"21210","Officer McLeish","Classification","Former; guest"
"21211","Officer McLeish","Page Links:","What Links Here"
"21212","Officer Stone","Portrayed by","Jeremy Young (search)"
"21213","Officer Stone","Introduced by","Julia Smith"
"21214","Officer Stone","Gender"," Male"
"21215","Officer Stone","First Appearance","13 September 1988"
"21216","Officer Stone","Last Appearance","16 February 1989"
"21217","Officer Stone","Duration","1988-1989"
"21218","Officer Stone","Episode Count"," 16 "
"21219","Officer Stone","Status","Alive"
"21220","Officer Stone","Occupation","Prison Officer"
"21221","Officer Stone","Classification","Former; guest"
"21222","Officer Stone","Page Links:","What Links Here"
"21223","Olive Woodhouse","Portrayed by","Sylvia Syms (search)"
"21224","Olive Woodhouse","Introduced by","Diederick Santer"
"21225","Olive Woodhouse","Gender"," Female"
"21226","Olive Woodhouse","First Appearance","17 April 2007"
"21227","Olive Woodhouse","Last Appearance","20 July 2010"
"21228","Olive Woodhouse","Duration","2007, 2009–2010"
"21229","Olive Woodhouse","Episode Count"," 4 "
"21230","Olive Woodhouse","Status","Alive"
"21231","Olive Woodhouse","Occupation","Bridal Shop Owner  Dress Fitter"
"21232","Olive Woodhouse","Classification","Former; recurring"
"21233","Olive Woodhouse","Page Links:","What Links Here"
"21234","Oliver Cousins","Portrayed by","Tom Ellis"
"21235","Oliver Cousins","Introduced by","Kate Harwood"
"21236","Oliver Cousins","Gender"," Male"
"21237","Oliver Cousins","First Appearance","30 January 2006"
"21238","Oliver Cousins","Last Appearance","26 May 2006"
"21239","Oliver Cousins","Duration","2006"
"21240","Oliver Cousins","Episode Count"," 29 "
"21241","Oliver Cousins","Status","Alive"
"21242","Oliver Cousins","Occupation","Doctor (GP)"
"21243","Oliver Cousins","Classification","Former; recurring"
"21244","Oliver Cousins","Romances","Little Mo Mitchell (2006)"
"21245","Oliver Cousins","Page Links:","What Links Here"
"21246","Oliver Phillips","Portrayed by","Frank Lazarus (search)"
"21247","Oliver Phillips","Gender"," Male"
"21248","Oliver Phillips","First Appearance","28 May 1998"
"21249","Oliver Phillips","Last Appearance","22 October 1998"
"21250","Oliver Phillips","Duration","1998"
"21251","Oliver Phillips","Episode Count"," 2 "
"21252","Oliver Phillips","Status","Alive"
"21253","Oliver Phillips","Occupation","Bank Manager"
"21254","Oliver Phillips","Classification","Former; guest"
"21255","Oliver Phillips","Page Links:","What Links Here"
"21256","Olivia Song","Portrayed by","Mia Foo (search)"
"21257","Olivia Song","Introduced by","Sean O'Connor"
"21258","Olivia Song","Gender"," Female"
"21259","Olivia Song","First Appearance","4 May 2016"
"21260","Olivia Song","Last Appearance","26 January 2017"
"21261","Olivia Song","Duration","2016, 2017"
"21262","Olivia Song","Status","Alive"
"21263","Olivia Song","Occupation","Nurse"
"21264","Olivia Song","Classification","Former; guest"
"21265","Olivia Song","Page Links:","What Links Here"
"21266","Ollie (1995-1996)","Portrayed by","Mark Heal"
"21267","Ollie (1995-1996)","Gender"," Male"
"21268","Ollie (1995-1996)","First Appearance","31 July 1995"
"21269","Ollie (1995-1996)","Last Appearance","5 February 1996"
"21270","Ollie (1995-1996)","Duration","1995-1996"
"21271","Ollie (1995-1996)","Episode Count"," 14 "
"21272","Ollie (1995-1996)","Status","Alive"
"21273","Ollie (1995-1996)","Occupation","Career criminal"
"21274","Ollie (1995-1996)","Classification","Former; guest"
"21275","Ollie (1995-1996)","Page Links:","What Links Here"
"21276","Ollie Carter","Birth","Oliver Carter"
"21277","Ollie Carter","Portrayed by","Jack Tilley (2015-2016)  Charlie Harrington (2016-2017) Harry Farr (2017-)"
"21278","Ollie Carter","Introduced by","Dominic Treadwell-Collins (2015)"
"21279","Ollie Carter","Gender"," Male"
"21280","Ollie Carter","First Appearance","12 May 2015"
"21281","Ollie Carter","Credits","List of appearances"
"21282","Ollie Carter","Duration","2015-"
"21283","Ollie Carter","Episode Count"," 176 "
"21284","Ollie Carter","Address","46 Albert Square (2015-2020, 2021-)"
"21285","Ollie Carter","Age","7"
"21286","Ollie Carter","Date of Birth","12 May 2015"
"21287","Ollie Carter","Occupation","Student (Year 3 at Walford Primary School)"
"21288","Ollie Carter","Classification","Present; recurring"
"21289","Ollie Carter","Father","Mick Carter"
"21290","Ollie Carter","Mother","Linda Carter"
"21291","Ollie Carter","Stepmother","Janine Carter (2022-)"
"21292","Ollie Carter","Brothers","Lee Carter Johnny Carter"
"21293","Ollie Carter","Sisters","Nancy Carter"
"21294","Ollie Carter","Half-Sisters","Frankie CarterAnnie Carter"
"21295","Ollie Carter","Grandfathers","Buster BriggsJohn Peacock"
"21296","Ollie Carter","Grandmothers","Shirley Carter Elaine Peacock"
"21297","Ollie Carter","Great-grandfathers","Stan Carter (deceased)"
"21298","Ollie Carter","Great-grandmothers","Sylvie Carter (deceased)"
"21299","Ollie Carter","Uncles","Dean WicksJimbo Wicks (deceased)"
"21300","Ollie Carter","Aunts","Carly Wicks"
"21301","Ollie Carter","Great-aunts","Tina Carter (deceased)"
"21302","Ollie Carter","First cousins","Jade GreenJimmy Wicks"
"21303","Ollie Carter","Page Links:","What Links Here"
"21304","Ollie Walters","Portrayed by","Tony O'Callaghan"
"21305","Ollie Walters","Introduced by","Lorraine Newman (2013) Dominic Treadwell-Collins (2014) John Yorke (2018)"
"21306","Ollie Walters","Gender"," Male"
"21307","Ollie Walters","First Appearance","11 July 2013"
"21308","Ollie Walters","Last Appearance","29 June 2018 - Part 2"
"21309","Ollie Walters","Duration","2013-2016, 2018"
"21310","Ollie Walters","Episode Count"," 29 "
"21311","Ollie Walters","Address","Brighton"
"21312","Ollie Walters","Status","Alive"
"21313","Ollie Walters","Occupation","Ex-Police Officer"
"21314","Ollie Walters","Classification","Former; recurring"
"21315","Ollie Walters","Wife","Jean Slater (2015-2018)"
"21316","Ollie Walters","Romances","Elsie Lomas (2018)"
"21317","Ollie Walters","Stepsons","Sean Slater (2015-2018)"
"21318","Ollie Walters","Stepdaughters","Stacey Fowler (2015-2018)"
"21319","Ollie Walters","Page Links:","What Links Here"
"21320","Olly","Portrayed by","Uncredited (search)"
"21321","Olly","Introduced by","John Yorke"
"21322","Olly","Gender"," Male"
"21323","Olly","Appears on","20 July 2018"
"21324","Olly","Episode Count"," 1 "
"21325","Olly","Status","Alive"
"21326","Olly","Occupation","Delivery Man"
"21327","Olly","Classification","Former; guest"
"21328","Olly","Page Links:","What Links Here"
"21329","Olly Greenwood","Birth","Oliver Greenwood"
"21330","Olly Greenwood","Portrayed by","Bart Edwards (search)"
"21331","Olly Greenwood","Introduced by","Diederick Santer"
"21332","Olly Greenwood","Gender"," Male"
"21333","Olly Greenwood","First Appearance","9 June 2008"
"21334","Olly Greenwood","Last Appearance","21 August 2008"
"21335","Olly Greenwood","Episode Count"," 8 "
"21336","Olly Greenwood","Status","Alive"
"21337","Olly Greenwood","Occupation","Student"
"21338","Olly Greenwood","Classification","Former; recurring"
"21339","Olly Greenwood","Mother","Camilla Greenwood"
"21340","Olly Greenwood","Page Links:","What Links Here"
"21341","Olly Manthrope-Hall","Birth","Oliver Manthrope-Hall"
"21342","Olly Manthrope-Hall","Portrayed by","Joshua McGuire (search)"
"21343","Olly Manthrope-Hall","Gender"," Male"
"21344","Olly Manthrope-Hall","First Appearance","7 September 2010"
"21345","Olly Manthrope-Hall","Address","Unknown"
"21346","Olly Manthrope-Hall","Status","Alive"
"21347","Olly Manthrope-Hall","Occupation","University student"
"21348","Olly Manthrope-Hall","Page Links:","What Links Here"
"21349","Omari (20 September 2021)","Portrayed by","Michael Amariah (search)"
"21350","Omari (20 September 2021)","Introduced by","Kate Oates Jon Sen"
"21351","Omari (20 September 2021)","Gender"," Male"
"21352","Omari (20 September 2021)","Appears on","20 September 2021"
"21353","Omari (20 September 2021)","Episode Count"," 1 "
"21354","Omari (20 September 2021)","Status","Alive"
"21355","Omari (20 September 2021)","Occupation","Music Manager"
"21356","Omari (20 September 2021)","Classification","Former; guest"
"21357","Omari (20 September 2021)","Page Links:","What Links Here"
"21358","Opal Smith","Portrayed by","Rustie Lee (search)"
"21359","Opal Smith","Introduced by","Diederick Santer"
"21360","Opal Smith","Gender"," Female"
"21361","Opal Smith","First Appearance","8 April 2008"
"21362","Opal Smith","Last Appearance","10 April 2008"
"21363","Opal Smith","Duration","2008"
"21364","Opal Smith","Episode Count"," 2 "
"21365","Opal Smith","Address","Wolverhampton"
"21366","Opal Smith","Status","Alive"
"21367","Opal Smith","Classification","Former; guest"
"21368","Opal Smith","Sisters","Pearl Smith"
"21369","Opal Smith","Nephews","Juley SmithGus Smith Mikey Smith (step)"
"21370","Opal Smith","Pets","Marvin  Otis"
"21371","Opal Smith","Page Links:","What Links Here"
"21372","Orlenda","Portrayed by","Mary Tamm (search)"
"21373","Orlenda","Introduced by","Diederick Santer"
"21374","Orlenda","Gender"," Female"
"21375","Orlenda","First Appearance","31 August 2009"
"21376","Orlenda","Last Appearance","4 September 2009"
"21377","Orlenda","Episode Count"," 4 "
"21378","Orlenda","Status","Alive"
"21379","Orlenda","Classification","Former; guest"
"21380","Orlenda","Page Links:","What Links Here"
"21381","Harry Osborne","Portrayed by","John Boswall (search)"
"21382","Harry Osborne","Introduced by","Michael Ferguson"
"21383","Harry Osborne","Gender"," Male"
"21384","Harry Osborne","First Appearance","23 January 1990"
"21385","Harry Osborne","Last Appearance","22 February 1990"
"21386","Harry Osborne","Episode Count"," 10 "
"21387","Harry Osborne","Address","29 Albert Square"
"21388","Harry Osborne","Status","Deceased"
"21389","Harry Osborne","Date of Birth","1918"
"21390","Harry Osborne","Date of Death","20 February 1990"
"21391","Harry Osborne","Occupation","Dock labourer"
"21392","Harry Osborne","Classification","Former; regular"
"21393","Harry Osborne","Page Links:","What Links Here"
"21394","Oscar (10 May 2022)","Portrayed by","Uncredited"
"21395","Oscar (10 May 2022)","Introduced by","Kate Oates (2022)"
"21396","Oscar (10 May 2022)","Gender"," Male"
"21397","Oscar (10 May 2022)","Appears on","10 May 2022"
"21398","Oscar (10 May 2022)","Duration","2022"
"21399","Oscar (10 May 2022)","Episode Count"," 1 "
"21400","Oscar (10 May 2022)","Status","Alive"
"21401","Oscar (10 May 2022)","Classification","Former; guest"
"21402","Oscar (10 May 2022)","Romances","Unnamed boyfriend (backstory)"
"21403","Oscar (10 May 2022)","Page Links:","What Links Here"
"21404","Oscar Branning","Portrayed by","Gabriel Miller-Williams (2007–2008) Neo Hall (2008-2015) Charlee Hall (2017)"
"21405","Oscar Branning","Introduced by","Diederick Santer (2007)"
"21406","Oscar Branning","First Appearance","14 December 2007"
"21407","Oscar Branning","Last Appearance","20 June 2017"
"21408","Oscar Branning","Credits","List of appearances"
"21409","Oscar Branning","Duration","2007-2015, 2017"
"21410","Oscar Branning","Episode Count"," 125 "
"21411","Oscar Branning","Address","Exeter"
"21412","Oscar Branning","Status","Alive"
"21413","Oscar Branning","Age","15"
"21414","Oscar Branning","Date of Birth","13 December 2007"
"21415","Oscar Branning","Occupation","Student"
"21416","Oscar Branning","Classification","Former; recurring"
"21417","Oscar Branning","Father","Max Branning"
"21418","Oscar Branning","Mother","Tanya Cross"
"21419","Oscar Branning","Stepfather","Greg Jessop (2011-2012)"
"21420","Oscar Branning","Stepmother","Kirsty Bell (2011-2014) Rainie Highway (2018-2020)"
"21421","Oscar Branning","Sisters","Lauren Branning Abi Branning"
"21422","Oscar Branning","Half-Brothers","Bradley Branning"
"21423","Oscar Branning","Half-Sisters","Annie Carter"
"21424","Oscar Branning","Grandfathers","Jim Branning  William Cross"
"21425","Oscar Branning","Grandmothers","Reenie Branning Cora Cross Dot Cotton (step)"
"21426","Oscar Branning","Uncles","Derek Branning Jack Branning"
"21427","Oscar Branning","Aunts","Suzy Branning Carol Jackson April Branning Ava Hartman Rainie Cross"
"21428","Oscar Branning","Nephews","Louie Beale"
"21429","Oscar Branning","Nieces","Abi Branning Jr"
"21430","Oscar Branning","First cousins","Joey Branning Alice Branning Bianca Butcher Robbie Jackson Sonia Fowler Billie Jackson Penny Branning Amy Mitchell Ricky Mitchell James Branning Dexter Hartman"
"21431","Oscar Branning","Other known relatives","Liam Butcher Tiffany Butcher Morgan Butcher Whitney Dean (adoptive) Bex Fowler"
"21432","Oscar Branning","Page Links:","What Links Here"
"21433","Osman ""Oz"" Bolat","Nicknames","OzMan Like Oz"
"21434","Osman ""Oz"" Bolat","Portrayed by","Noah Maxwell-Clarke (search)"
"21435","Osman ""Oz"" Bolat","Introduced by","Sean O'Connor (2016)"
"21436","Osman ""Oz"" Bolat","Gender"," Male"
"21437","Osman ""Oz"" Bolat","First Appearance","7 November 2016"
"21438","Osman ""Oz"" Bolat","Last Appearance","5 January 2017"
"21439","Osman ""Oz"" Bolat","Cause/Reason","Not seen since Lee Carter quit his job at Customer services"
"21440","Osman ""Oz"" Bolat","Duration","2016-2017"
"21441","Osman ""Oz"" Bolat","Episode Count"," 12 "
"21442","Osman ""Oz"" Bolat","Status","Alive"
"21443","Osman ""Oz"" Bolat","Occupation","Customer Service Representative"
"21444","Osman ""Oz"" Bolat","Classification","Former; recurring"
"21445","Osman ""Oz"" Bolat","Page Links:","What Links Here"
"21446","Owen Hughes","Portrayed by","Philip Brock (search)"
"21447","Owen Hughes","Introduced by","Julia Smith"
"21448","Owen Hughes","Gender"," Male"
"21449","Owen Hughes","First Appearance","22 July 1986"
"21450","Owen Hughes","Last Appearance","31 July 1986"
"21451","Owen Hughes","Episode Count"," 4 "
"21452","Owen Hughes","Status","Alive"
"21453","Owen Hughes","Classification","Former; guest"
"21454","Owen Hughes","Page Links:","What Links Here"
"21455","Owen McKenna","Portrayed by","Richard Brimblecombe (search)"
"21456","Owen McKenna","Introduced by","Dominic Treadwell-Collins"
"21457","Owen McKenna","Gender"," Male"
"21458","Owen McKenna","First Appearance","1 April 2016"
"21459","Owen McKenna","Status","Alive"
"21460","Owen McKenna","Occupation","Doctor"
"21461","Owen McKenna","Classification","Former; guest"
"21462","Owen McKenna","Page Links:","What Links Here"
"21463","Owen Turner","Portrayed by","Lee Ross"
"21464","Owen Turner","Introduced by","Kate Harwood(2006)Diederick Santer (2009)"
"21465","Owen Turner","First Appearance","15 June 2006"
"21466","Owen Turner","Last Appearance","26 November 2009"
"21467","Owen Turner","Credits","List of appearances"
"21468","Owen Turner","Cause/Reason","Strangled by Lucas Johnson"
"21469","Owen Turner","Duration","2006, 2009"
"21470","Owen Turner","Episode Count"," 49 "
"21471","Owen Turner","Status","Deceased"
"21472","Owen Turner","Age","39"
"21473","Owen Turner","Date of Birth","1970"
"21474","Owen Turner","Date of Death","26 November 2009"
"21475","Owen Turner","Occupation","Handyman"
"21476","Owen Turner","Wife","Denise Fox (1991–2000)"
"21477","Owen Turner","Romances","Ronnie Mitchell (2009)"
"21478","Owen Turner","Daughters","Libby Fox"
"21479","Owen Turner","Father","Ted Turner"
"21480","Owen Turner","Mother","Liz Turner"
"21481","Owen Turner","Page Links:","What Links Here"
"21482","Oxley","Alias","The Walford attacker"
"21483","Oxley","Portrayed by","Colum Gallivan (search)"
"21484","Oxley","Introduced by","Julia Smith (1987)"
"21485","Oxley","Gender"," Male"
"21486","Oxley","Appears on","14 April 1987"
"21487","Oxley","Duration","1987"
"21488","Oxley","Episode Count"," 1 "
"21489","Oxley","Doof Doof Count"," 1 "
"21490","Oxley","Status","Alive"
"21491","Oxley","Classification","Former; guest"
"21492","Oxley","Page Links:","What Links Here"
"21493","Ozzy Fletcher","Portrayed by","Gareth Berliner (search)"
"21494","Ozzy Fletcher","Introduced by","Dominic Treadwell-Collins"
"21495","Ozzy Fletcher","Gender"," Male"
"21496","Ozzy Fletcher","First Appearance","2 May 2016"
"21497","Ozzy Fletcher","Status","Alive"
"21498","Ozzy Fletcher","Occupation","Criminal"
"21499","Ozzy Fletcher","Classification","Former; guest"
"21500","Ozzy Fletcher","Page Links:","What Links Here"
"21501","P.C. Charteris","Portrayed by","Debbie Killingback (search)"
"21502","P.C. Charteris","Gender"," Female"
"21503","P.C. Charteris","First Appearance","24 March 1997"
"21504","P.C. Charteris","Last Appearance","27 March 1997"
"21505","P.C. Charteris","Episode Count"," 3 "
"21506","P.C. Charteris","Status","Alive"
"21507","P.C. Charteris","Occupation","Police Officer"
"21508","P.C. Charteris","Classification","Former; guest"
"21509","P.C. Charteris","Page Links:","What Links Here"
"21510","P.C. Costigan","Portrayed by","Mark Charnock (search)"
"21511","P.C. Costigan","Introduced by","Barbara Emile"
"21512","P.C. Costigan","Gender"," Male"
"21513","P.C. Costigan","Appears on","4 August 1994"
"21514","P.C. Costigan","Episode Count"," 1 "
"21515","P.C. Costigan","Status","Alive"
"21516","P.C. Costigan","Occupation","Police Officer"
"21517","P.C. Costigan","Classification","Former; guest"
"21518","P.C. Costigan","Page Links:","What Links Here"
"21519","P.C. Dugdale","Portrayed by","Soo Drouet (search)"
"21520","P.C. Dugdale","Gender"," Female"
"21521","P.C. Dugdale","First Appearance","5 February 1991"
"21522","P.C. Dugdale","Last Appearance","30 January 1997"
"21523","P.C. Dugdale","Episode Count"," 7 "
"21524","P.C. Dugdale","Status","Alive"
"21525","P.C. Dugdale","Occupation","Police Officer"
"21526","P.C. Dugdale","Classification","Former; guest"
"21527","P.C. Dugdale","Page Links:","What Links Here"
"21528","P.C. Edwards","Portrayed by","Terence Edmond (search)"
"21529","P.C. Edwards","Gender"," Male"
"21530","P.C. Edwards","First Appearance","29 September 1992"
"21531","P.C. Edwards","Last Appearance","1 October 1992"
"21532","P.C. Edwards","Episode Count"," 2 "
"21533","P.C. Edwards","Status","Alive"
"21534","P.C. Edwards","Occupation","Police Officer"
"21535","P.C. Edwards","Classification","Former; guest"
"21536","P.C. Edwards","Page Links:","What Links Here"
"21537","P.C. Hume","Portrayed by","Jim Shepley (search)"
"21538","P.C. Hume","Gender"," Male"
"21539","P.C. Hume","First Appearance","11 June 1996"
"21540","P.C. Hume","Last Appearance","10 February 1997"
"21541","P.C. Hume","Duration","1996-1997"
"21542","P.C. Hume","Episode Count"," 6 "
"21543","P.C. Hume","Status","Alive"
"21544","P.C. Hume","Occupation","Police Officer"
"21545","P.C. Hume","Classification","Former; guest"
"21546","P.C. Hume","Page Links:","What Links Here"
"21547","P.C. Matthews","Portrayed by","Jonathan Unwin (search)"
"21548","P.C. Matthews","Gender"," Male"
"21549","P.C. Matthews","First Appearance","11 November 1993"
"21550","P.C. Matthews","Last Appearance","22 March 1994"
"21551","P.C. Matthews","Episode Count"," 2 "
"21552","P.C. Matthews","Status","Alive"
"21553","P.C. Matthews","Occupation","Police Officer"
"21554","P.C. Matthews","Classification","Former; guest"
"21555","P.C. Matthews","Page Links:","What Links Here"
"21556","P.C. Paris","Portrayed by","John Vernon (search)"
"21557","P.C. Paris","Gender"," Male"
"21558","P.C. Paris","First Appearance","17 August 1995"
"21559","P.C. Paris","Last Appearance","18 April 1996"
"21560","P.C. Paris","Episode Count"," 3 "
"21561","P.C. Paris","Status","Alive"
"21562","P.C. Paris","Occupation","Police officer"
"21563","P.C. Paris","Classification","Former; guest"
"21564","P.C. Paris","Page Links:","What Links Here"
"21565","P.C. Sydney","Portrayed by","Clifford Milner (search)"
"21566","P.C. Sydney","Gender"," Male"
"21567","P.C. Sydney","First Appearance","17 August 1995"
"21568","P.C. Sydney","Last Appearance","5 May 1997"
"21569","P.C. Sydney","Episode Count"," 4 "
"21570","P.C. Sydney","Status","Alive"
"21571","P.C. Sydney","Occupation","Police officer"
"21572","P.C. Sydney","Classification","Former; guest"
"21573","P.C. Sydney","Page Links:","What Links Here"
"21574","P.C. Trustram","Portrayed by","Simon Law (search)"
"21575","P.C. Trustram","Gender"," Male"
"21576","P.C. Trustram","First Appearance","24 March 1997"
"21577","P.C. Trustram","Last Appearance","25 March 1997"
"21578","P.C. Trustram","Episode Count"," 2 "
"21579","P.C. Trustram","Status","Alive"
"21580","P.C. Trustram","Occupation","Police Officer"
"21581","P.C. Trustram","Classification","Former; guest"
"21582","P.C. Trustram","Page Links:","What Links Here"
"21583","P.C. Webb","Portrayed by","Trevor Cooper"
"21584","P.C. Webb","Gender"," Male"
"21585","P.C. Webb","Appears on","16 April 1996"
"21586","P.C. Webb","Episode Count"," 1 "
"21587","P.C. Webb","Status","Alive"
"21588","P.C. Webb","Occupation","Police Officer"
"21589","P.C. Webb","Classification","Former; guest"
"21590","P.C. Webb","Page Links:","What Links Here"
"21591","P.C. Willis","Portrayed by","John Blundell (search)"
"21592","P.C. Willis","Introduced by","Julia Smith"
"21593","P.C. Willis","Gender"," Male"
"21594","P.C. Willis","First Appearance","28 June 1988"
"21595","P.C. Willis","Last Appearance","19 July 1988"
"21596","P.C. Willis","Episode Count"," 4 "
"21597","P.C. Willis","Status","Alive"
"21598","P.C. Willis","Occupation","Police Officer"
"21599","P.C. Willis","Classification","Former; guest"
"21600","P.C. Willis","Page Links:","What Links Here"
"21601","Padraig Kelly","Portrayed by","Stephen Hogan (search)"
"21602","Padraig Kelly","Introduced by","Dominic Treadwell-Collins"
"21603","Padraig Kelly","Spin-off Appearances","Redwater"
"21604","Padraig Kelly","Gender"," Male"
"21605","Padraig Kelly","Status","Alive"
"21606","Padraig Kelly","Page Links:","What Links Here"
"21607","Paige Luxton","Portrayed by","— (search)"
"21608","Paige Luxton","Gender"," Female"
"21609","Paige Luxton","Status","Alive"
"21610","Paige Luxton","Classification","Unseen"
"21611","Paige Luxton","Page Links:","What Links Here"
"21612","George Palmer","Portrayed by","Paul Moriarty"
"21613","George Palmer","Introduced by","Jane Harris (1996)"
"21614","George Palmer","Gender"," Male"
"21615","George Palmer","First Appearance","4 July 1996"
"21616","George Palmer","Last Appearance","8 December 1998"
"21617","George Palmer","Credits","List of appearances"
"21618","George Palmer","Duration","1996–1998"
"21619","George Palmer","Episode Count"," 163 "
"21620","George Palmer","Status","Alive"
"21621","George Palmer","Age","72"
"21622","George Palmer","Date of Birth","8 February 1946"
"21623","George Palmer","Occupation","Businessperson"
"21624","George Palmer","Classification","Former; regular"
"21625","George Palmer","Wife","Alison Palmer (backstory)"
"21626","George Palmer","Romances","Peggy Mitchell (1996-1998)"
"21627","George Palmer","Daughters","Annie Palmer"
"21628","George Palmer","Page Links:","What Links Here"
"21629","Pam","Sisters","Bev Williams"
"21630","Pam","Nieces","Cindy Beale Gina Williams"
"21631","Pam","Other known relatives","Tom Williams Steven Beale Peter Beale Lucy Beale Cindy Williams Beth Williams"
"21632","Pam","Page Links:","What Links Here"
"21633","Pam Coker","Other names","Pam Crabbe"
"21634","Pam Coker","Portrayed by","Lin Blakley"
"21635","Pam Coker","Introduced by","Dominic Treadwell-Collins (2014) Sean O'Connor (2017) John Yorke (2018) Kate Oates and Jon Sen (2019)"
"21636","Pam Coker","Gender"," Female"
"21637","Pam Coker","First Appearance","14 April 2014"
"21638","Pam Coker","Last Appearance","14 January 2022"
"21639","Pam Coker","Credits","List of appearances"
"21640","Pam Coker","Cause/Reason","Left to start a new life with Les Coker"
"21641","Pam Coker","Duration","2014-2016, 2017, 2018, 2019, 2022"
"21642","Pam Coker","Episode Count"," 216 "
"21643","Pam Coker","Address","53A Turpin Road (2014-2016)  Weymouth, Dorset (2016-)"
"21644","Pam Coker","Status","Alive"
"21645","Pam Coker","Age","75"
"21646","Pam Coker","Date of Birth","4th June 1947"
"21647","Pam Coker","Occupation","Market trader  Funeral director"
"21648","Pam Coker","Classification","Former; regular"
"21649","Pam Coker","Husband","Les Coker (1972-)"
"21650","Pam Coker","Sons","Laurie Coker"
"21651","Pam Coker","Grandsons","Paul Coker"
"21652","Pam Coker","Sisters","Miriam Crabbe"
"21653","Pam Coker","Page Links:","What Links Here"
"21654","Panit","Portrayed by","Yo Santhaveesuk (search)"
"21655","Panit","Introduced by","Sean O'Connor"
"21656","Panit","Gender"," Male"
"21657","Panit","First Appearance","30 January 2017"
"21658","Panit","Last Appearance","31 January 2017"
"21659","Panit","Status","Alive"
"21660","Panit","Occupation","Chef"
"21661","Panit","Classification","Former; guest"
"21662","Panit","Page Links:","What Links Here"
"21663","Mr Papadopoulos","Portrayed by","Unknown (search)"
"21664","Mr Papadopoulos","First Appearance","17 September 1985"
"21665","Mr Papadopoulos","Last Appearance","—"
"21666","Mr Papadopoulos","Episode Count"," unknown "
"21667","Mr Papadopoulos","Status","Deceased"
"21668","Mr Papadopoulos","Date of Death","1992"
"21669","Mr Papadopoulos","Occupation","Business Owner"
"21670","Mr Papadopoulos","Sons","Andonis Papadopolous"
"21671","Mr Papadopoulos","Grandsons","Apostulous Papadopolous"
"21672","Mr Papadopoulos","Other known relatives","Nico Papadopoulos (Great nephew)"
"21673","Mr Papadopoulos","Page Links:","What Links Here"
"21674","Apostolos Papadopolous","Portrayed by","Tarrick Benham (search)"
"21675","Apostolos Papadopolous","Introduced by","John Yorke"
"21676","Apostolos Papadopolous","Gender"," Male"
"21677","Apostolos Papadopolous","First Appearance","8 January 2018"
"21678","Apostolos Papadopolous","First Mentioned","2016"
"21679","Apostolos Papadopolous","Last Appearance","7 May 2021"
"21680","Apostolos Papadopolous","Episode Count"," 6 "
"21681","Apostolos Papadopolous","Status","Alive"
"21682","Apostolos Papadopolous","Occupation","Businessman"
"21683","Apostolos Papadopolous","Classification","Former; recurring"
"21684","Apostolos Papadopolous","Wife","Mrs Papadopolous"
"21685","Apostolos Papadopolous","Father","Andonis Papadopolous"
"21686","Apostolos Papadopolous","Grandfathers","Mr Papadopoulos"
"21687","Apostolos Papadopolous","First cousins","Nico Papadopoulos"
"21688","Apostolos Papadopolous","Page Links:","What Links Here"
"21689","Andonis Papadopolous","Portrayed by","Lee Warner  Uncredited (search)"
"21690","Andonis Papadopolous","Introduced by","Leonard Lewis"
"21691","Andonis Papadopolous","Gender"," Male"
"21692","Andonis Papadopolous","First Appearance","19 May 1992"
"21693","Andonis Papadopolous","Last Appearance","10 August 2009"
"21694","Andonis Papadopolous","Duration","1992, 1994, 2009"
"21695","Andonis Papadopolous","Episode Count"," 6 "
"21696","Andonis Papadopolous","Status","Alive"
"21697","Andonis Papadopolous","Occupation","Proprietor"
"21698","Andonis Papadopolous","Classification","Former; recurring"
"21699","Andonis Papadopolous","Sons","Apostolos Papadopolous"
"21700","Andonis Papadopolous","Father","Mr Papadopoulos"
"21701","Andonis Papadopolous","Nephews","Nico Papadopoulos"
"21702","Andonis Papadopolous","Page Links:","What Links Here"
"21703","Nico Papadopoulos","Portrayed by","Aykut Hilmi (search)"
"21704","Nico Papadopoulos","Gender"," Male"
"21705","Nico Papadopoulos","First Appearance","24 April 2012"
"21706","Nico Papadopoulos","Last Appearance","21 August 2012"
"21707","Nico Papadopoulos","Status","Alive"
"21708","Nico Papadopoulos","Occupation","Proprietor"
"21709","Nico Papadopoulos","Classification","Former; regular"
"21710","Nico Papadopoulos","Grandfathers","Mr Papadopoulos"
"21711","Nico Papadopoulos","Uncles","Andonis Papadopolous"
"21712","Nico Papadopoulos","First cousins","Apostulous Papadopolous"
"21713","Nico Papadopoulos","Page Links:","What Links Here"
"21714","Paramedic","Portrayed by","Sarah Akokhia (search)"
